playerName,agent
Dogo,"['cypher', 'killjoy', 'raze']"
Tillo,"['sova', 'gekko', 'breach']"
scrvbby,"['cypher', 'killjoy']"
FOX,"['breach', 'skye', 'kayo']"
Padisah,"['brimstone', 'killjoy', 'cypher']"
JrayN,"['kayo', 'skye', 'breach']"
ibonata,"['cypher', 'skye', 'kayo']"
MerSa,"['skye', 'kayo', 'breach']"
cms,"['viper', 'killjoy', 'cypher']"
yffe,['killjoy']
Cal,"['fade', 'raze', 'harbor']"
nanotekkk,"['raze', 'jett']"
Hiiro,['cypher']
Caim,"['raze', 'jett', 'cypher']"
H4te,"['sova', 'omen', 'viper']"
Kayn,"['omen', 'breach', 'brimstone']"
Soldier,['raze']
purp0,"['sova', 'skye']"
toggle,"['raze', 'jett']"
reN,"['sova', 'kayo', 'killjoy']"
kye,"['skye', 'viper', 'gekko']"
zeeq,"['killjoy', 'cypher']"
Wrath,"['omen', 'skye', 'kayo']"
Destrian,"['omen', 'sova', 'fade']"
Shalz,"['skye', 'viper', 'cypher']"
Byron,"['viper', 'omen']"
BALLI,"['reyna', 'sova', 'killjoy']"
d3ffo,"['jett', 'raze', 'reyna']"
Famsii,"['omen', 'yoru', 'raze']"
Insider,"['killjoy', 'cypher', 'viper']"
H1ber,"['gekko', 'harbor', 'fade']"
otom,"['raze', 'yoru', 'jett']"
zeddy,"['viper', 'omen', 'brimstone']"
Braso,"['omen', 'killjoy', 'chamber']"
VuexLex,"['yoru', 'raze', 'kayo']"
dok,"['skye', 'sova', 'yoru']"
zShoxy,"['raze', 'jett']"
iDex,"['cypher', 'omen', 'viper']"
yelloww,['omen']
Titan,"['skye', 'breach']"
Tsanyu,"['jett', 'raze']"
NRK,"['viper', 'killjoy', 'cypher']"
zePiCzz,['sova']
T3mpu,"['skye', 'kayo', 'clove']"
M4NI4N,"['viper', 'killjoy']"
Hotshot,"['killjoy', 'sova']"
Xini,"['sova', 'killjoy', 'jett']"
noheart,"['omen', 'reyna', 'jett']"
khe0ps,"['sova', 'harbor', 'kayo']"
iKill,"['astra', 'omen', 'fade']"
kayban,['kayo']
oliveey,"['raze', 'reyna']"
nexy,"['phoenix', 'viper', 'gekko']"
skypzz,"['killjoy', 'omen', 'cypher']"
Hax,"['neon', 'jett']"
dAkE,['omen']
Tigax,"['killjoy', 'gekko']"
symoN,"['skye', 'kayo', 'gekko']"
KDS,['raze']
hyjinx,"['omen', 'brimstone', 'viper']"
iyen,"['skye', 'breach']"
Rano,"['skye', 'viper', 'kayo']"
splash,"['reyna', 'raze', 'neon']"
lenne,"['sova', 'gekko', 'fade']"
RedKoh,"['sova', 'viper', 'cypher']"
Tempz,"['omen', 'viper', 'breach']"
Xan,"['reyna', 'raze', 'yoru']"
kpro,['omen']
Leare,"['jett', 'raze', 'killjoy']"
Tenshi,"['killjoy', 'breach']"
Patix,"['kayo', 'viper', 'breach']"
Sandro,"['omen', 'harbor', 'brimstone']"
br9dy,"['reyna', 'raze']"
CRUNCH,"['sova', 'reyna']"
Bobovo,"['viper', 'jett', 'gekko']"
dom,"['astra', 'kayo']"
Core,['omen']
Polkan,"['skye', 'kayo', 'breach']"
Lemonn,"['raze', 'sova']"
Brush,['cypher']
MCD,"['cypher', 'killjoy', 'viper']"
niwt,"['jett', 'reyna']"
azaziN,"['raze', 'jett']"
soRa,"['raze', 'yoru', 'reyna']"
Kotaro,"['killjoy', 'cypher', 'viper']"
Mykoz,"['killjoy', 'omen', 'viper']"
Nunu,"['sova', 'raze', 'kayo']"
wast3d,['omen']
Stix,"['skye', 'yoru', 'kayo']"
msh,"['cypher', 'killjoy']"
kacpi,"['omen', 'skye', 'brimstone']"
darkosek,"['breach', 'skye', 'viper']"
YouBreak,"['killjoy', 'brimstone']"
demek,"['jett', 'raze', 'reyna']"
adm1k,"['raze', 'viper', 'gekko']"
dziewa,"['sova', 'omen']"
zeikosha,"['cypher', 'viper', 'killjoy']"
RadenZ,['breach']
aidan,"['jett', 'neon']"
Complexit,"['omen', 'sova']"
LoRangeZ,"['omen', 'astra']"
pedio,"['sova', 'gekko', 'fade']"
Misterbox,"['brimstone', 'omen', 'astra']"
KhanBigD,"['kayo', 'breach', 'skye']"
Entri,"['jett', 'deadlock']"
mORTYYYY,"['brimstone', 'viper', 'omen']"
RobbY,"['skye', 'kayo']"
MrPenguin,"['gekko', 'sova']"
WFrost,"['viper', 'cypher']"
Delend,"['viper', 'astra', 'harbor']"
NightmareSan,"['breach', 'kayo']"
rkz,"['omen', 'viper', 'cypher']"
Tr1X,"['omen', 'brimstone', 'deadlock']"
mini,"['viper', 'killjoy', 'cypher']"
sh1va,"['killjoy', 'viper', 'cypher']"
deminatiX,"['raze', 'jett', 'neon']"
dRKY,"['breach', 'gekko', 'kayo']"
baha,"['skye', 'sova', 'fade']"
Gloomy,"['sova', 'gekko', 'viper']"
sturNN,"['omen', 'cypher', 'killjoy']"
MERZ,"['omen', 'viper', 'astra']"
Luca,"['viper', 'sova']"
aDrijuxaZ,['omen']
lewis,['killjoy']
Equinox,"['chamber', 'reyna', 'killjoy']"
faraway,['raze']
KiNo,"['jett', 'reyna', 'brimstone']"
kamyk,"['sage', 'breach', 'kayo']"
MAGiK,"['omen', 'killjoy', 'brimstone']"
RobbieBk,"['skye', 'sova', 'killjoy']"
jas,"['raze', 'neon', 'jett']"
mikee,"['cypher', 'astra', 'killjoy']"
irismonstah,"['cypher', 'killjoy', 'viper']"
Foods,"['raze', 'jett', 'yoru']"
IllegaL,['skye']
benzki,['viper']
Bungkus,['raze']
Docent,"['viper', 'omen', 'astra']"
dimasick,['cypher']
Anoxai,"['raze', 'breach', 'jett']"
Wolfen,"['killjoy', 'sova', 'kayo']"
dimasick,['cypher']
suyjing,"['yoru', 'deadlock']"
Wolfen,"['iso', 'raze']"
UCc,"['omen', 'brimstone']"
Snail,"['sova', 'fade']"
123,"['raze', 'jett', 'neon']"
BE,"['skye', 'omen', 'sova']"
bagels,"['omen', 'sova']"
pepecho,['omen']
reggae,"['killjoy', 'sova', 'raze']"
s4id,"['iso', 'skye', 'raze']"
Kiles,"['viper', 'cypher', 'gekko']"
ZuoKew,"['jett', 'killjoy']"
MiYaooo,"['omen', 'astra']"
Zorou,"['breach', 'skye']"
Kairo,"['gekko', 'breach', 'kayo']"
Reverie,"['skye', 'sova', 'gekko']"
SHINSEI,"['jett', 'reyna', 'cypher']"
DxN,['jett']
Ender,"['killjoy', 'skye', 'sova']"
ESMONDE,"['omen', 'viper', 'brimstone']"
kayle,"['cypher', 'brimstone', 'omen']"
Evo,"['breach', 'killjoy']"
Simulate,['raze']
ClickShift,"['viper', 'kayo']"
OneSnipeKO,"['brimstone', 'killjoy']"
drain,"['astra', 'gekko']"
Buh,"['sova', 'breach']"
Dreamas,"['killjoy', 'cypher', 'viper']"
Vico,"['cypher', 'jett', 'brimstone']"
Acerola,"['viper', 'omen', 'kayo']"
Vantage,"['omen', 'viper']"
kuroza,"['omen', 'cypher', 'killjoy']"
damaraa,"['raze', 'cypher', 'jett']"
Rapheleen,"['skye', 'raze', 'gekko']"
FrizzNatsz,"['skye', 'sova', 'gekko']"
LuciA,"['kayo', 'sova', 'gekko']"
kimmy,"['cypher', 'killjoy', 'kayo']"
dzii,"['jett', 'cypher', 'killjoy']"
sherb,['cypher']
Instxnct,"['raze', 'jett', 'sova']"
Schlemy,"['fade', 'phoenix']"
zharwow,"['brimstone', 'omen', 'viper']"
Flynch,"['jett', 'raze', 'skye']"
vascalizz,"['skye', 'breach', 'sova']"
Nay,"['cypher', 'viper', 'gekko']"
no1syboy,"['killjoy', 'breach', 'raze']"
harambe,"['raze', 'jett', 'omen']"
Kiuuuu,"['omen', 'viper', 'brimstone']"
tsägä,"['raze', 'breach']"
Bull3ts,"['jett', 'neon']"
nimbus,"['killjoy', 'cypher']"
WheelzOnFire,['omen']
Rexs,['omen']
Jahbu,"['sova', 'gekko', 'viper']"
LgenD,['jett']
Jolpi,['omen']
kyrrz,"['kayo', 'reyna', 'omen']"
CORONEL,"['omen', 'viper']"
Faska,"['sova', 'skye', 'cypher']"
Michel,"['raze', 'jett', 'neon']"
Pukytoo,"['kayo', 'breach', 'omen']"
oli,"['cypher', 'killjoy', 'sova']"
Razziss,['jett']
Javelin,"['raze', 'reyna', 'jett']"
Ayyzicle,"['breach', 'killjoy', 'gekko']"
sihw,"['omen', 'viper', 'phoenix']"
Enrik,"['skye', 'kayo', 'brimstone']"
jimbk,['sova']
Browse,"['cypher', 'sage', 'killjoy']"
FrancyBald,"['omen', 'viper']"
natty,"['killjoy', 'cypher']"
ViiZiionZzz,"['reyna', 'fade']"
cro3N,"['omen', 'viper']"
parker,"['breach', 'kayo', 'fade']"
sonofcar,"['chamber', 'raze', 'jett']"
Notexxd,"['viper', 'omen', 'brimstone']"
bao,"['clove', 'chamber', 'brimstone']"
Nanners,"['killjoy', 'cypher', 'viper']"
Veer,"['omen', 'kayo']"
Tsuya,"['chamber', 'jett', 'sova']"
Trick,"['sova', 'gekko', 'kayo']"
wrld,['cypher']
ramsito,"['sova', 'gekko']"
daveX3,"['viper', 'astra']"
wow,"['cypher', 'killjoy']"
Maxxyy,['gekko']
YoZeii,"['cypher', 'killjoy']"
ORI4K,['cypher']
FREY,"['sage', 'cypher', 'chamber']"
Kenji,"['jett', 'kayo', 'raze']"
nekky,"['viper', 'skye', 'raze']"
K4DAVRA,"['killjoy', 'cypher', 'viper']"
koalanoob,"['omen', 'jett', 'raze']"
NiSMO,"['raze', 'kayo', 'skye']"
neT,"['cypher', 'killjoy', 'viper']"
nitr0,"['killjoy', 'omen', 'cypher']"
tech,"['reyna', 'jett', 'raze']"
Arkhram,"['killjoy', 'cypher', 'viper']"
supA,"['killjoy', 'gekko', 'omen']"
x0tek,"['kayo', 'cypher']"
Akime,"['omen', 'kayo']"
Muffin,"['brimstone', 'killjoy']"
Badtz,"['raze', 'jett']"
kael,"['cypher', 'gekko', 'fade']"
FrostyZ,"['jett', 'kayo', 'omen']"
Kibojn,"['breach', 'sage', 'kayo']"
Excali,"['sova', 'killjoy', 'raze']"
psy,"['cypher', 'sova', 'skye']"
tryst,"['breach', 'viper', 'omen']"
vibhoRR,"['killjoy', 'viper', 'brimstone']"
LilBOii,"['raze', 'jett', 'omen']"
CyvOph,"['raze', 'gekko', 'sage']"
AKUMAAAAA,"['phoenix', 'raze', 'kayo']"
Goaster,"['jett', 'yoru', 'raze']"
HyP,"['omen', 'viper', 'sova']"
thebigfiz,"['sova', 'breach', 'skye']"
SoOn,"['cypher', 'killjoy']"
Pinklove,"['omen', 'sova', 'kayo']"
SexyChristian,"['kayo', 'skye', 'breach']"
doxy,"['brimstone', 'omen']"
d1srupt,"['raze', 'jett', 'gekko']"
Ash,"['jett', 'reyna', 'clove']"
FallX,"['raze', 'jett', 'chamber']"
DizzyFps,"['gekko', 'jett', 'sova']"
JoshS,"['fade', 'kayo', 'sova']"
exotic,"['raze', 'jett', 'skye']"
Dr1ch,"['killjoy', 'gekko', 'raze']"
lucas,"['breach', 'gekko', 'skye']"
consz,"['iso', 'yoru']"
MnFeaR,['sova']
CXIX666,"['cypher', 'chamber']"
nex1SphiX,"['omen', 'kayo', 'viper']"
SkyIsBlue,"['neon', 'deadlock']"
Howl,['raze']
shes,"['reyna', 'raze']"
grok,"['omen', 'breach']"
seph1roth,"['viper', 'sage', 'phoenix']"
cgrs,"['cypher', 'fade', 'sova']"
Kntz,"['harbor', 'astra', 'omen']"
Laz,"['killjoy', 'chamber', 'cypher']"
Killua,"['skye', 'killjoy', 'sova']"
16Ch0ps,"['viper', 'raze', 'sage']"
Yort,"['skye', 'gekko', 'viper']"
rite2ace,['omen']
sabAAA,"['viper', 'omen']"
Marin,"['sova', 'skye', 'breach']"
cavern,"['gekko', 'sova', 'skye']"
azys,"['jett', 'raze', 'reyna']"
rawfiul,"['sova', 'killjoy', 'cypher']"
DEATHMAKER,"['gekko', 'jett', 'raze']"
LeVi,"['omen', 'viper', 'brimstone']"
Antidote,"['kayo', 'omen', 'skye']"
mehzy,"['kayo', 'breach', 'iso']"
KHS,"['cypher', 'sova', 'jett']"
xuss,"['raze', 'jett', 'yoru']"
Fizzy,"['cypher', 'viper', 'killjoy']"
starki,"['omen', 'brimstone', 'viper']"
Obnoks,"['viper', 'skye', 'gekko']"
iluri,"['gekko', 'breach', 'sova']"
SimteK,"['omen', 'viper']"
toxik,"['viper', 'brimstone']"
Kozok,"['viper', 'omen', 'cypher']"
Akira,"['sova', 'viper', 'killjoy']"
6ankai,['jett']
pdr,"['breach', 'skye', 'sova']"
kya,['jett']
tripsy,"['cypher', 'killjoy', 'viper']"
krm,"['cypher', 'killjoy']"
Chechuu,['omen']
geeza,"['killjoy', 'cypher', 'reyna']"
ALEKSANDAR,"['gekko', 'kayo', 'skye']"
SwayZ,"['reyna', 'jett', 'raze']"
Ange,"['viper', 'omen', 'astra']"
renz,"['killjoy', 'sova', 'cypher']"
ZK,"['viper', 'omen', 'cypher']"
A1D,"['killjoy', 'brimstone', 'cypher']"
ec1s,"['sova', 'viper', 'breach']"
brawk,"['killjoy', 'skye', 'gekko']"
oderus,"['viper', 'killjoy', 'cypher']"
flyuh,"['fade', 'astra', 'skye']"
StereohearT,['jett']
Protagonist,"['sova', 'omen']"
D3XT3R,"['gekko', 'sova']"
Martux,"['deadlock', 'kayo']"
Luca,"['chamber', 'jett', 'killjoy']"
Waken,"['omen', 'viper', 'astra']"
melo,"['fade', 'brimstone', 'sova']"
OzzyTK,"['viper', 'skye', 'breach']"
stike,"['omen', 'astra', 'viper']"
k0rupt,"['omen', 'viper', 'deadlock']"
karizma,"['raze', 'jett']"
PapiChulo,"['viper', 'omen', 'brimstone']"
xavi8k,"['killjoy', 'cypher', 'sova']"
JA,"['jett', 'yoru', 'omen']"
Mojer,"['raze', 'yoru', 'jett']"
Nexi,"['killjoy', 'cypher', 'viper']"
Emman,"['sova', 'skye', 'fade']"
jcrueL,"['viper', 'brimstone', 'omen']"
JSP,"['killjoy', 'omen', 'viper']"
Torrify,"['breach', 'sage', 'kayo']"
RetrQ,"['breach', 'sova', 'skye']"
Papi,"['cypher', 'omen']"
Kahlheit神,"['skye', 'raze']"
ABATMAN,['cypher']
Kıllua,['yoru']
Elyxo,"['breach', 'omen']"
Flick,"['raze', 'jett']"
JulCáesar,"['clove', 'killjoy']"
HUNTER,"['cypher', 'sova']"
AntoL,['viper']
karam1l,"['killjoy', 'viper', 'cypher']"
DOXZ3R,"['omen', 'astra', 'harbor']"
superkata,"['jett', 'neon']"
maxxy,"['sova', 'jett']"
joshh,"['omen', 'killjoy', 'harbor']"
Meltings,"['omen', 'viper']"
gan,"['jett', 'fade']"
AloNeFillz,"['sova', 'viper', 'gekko']"
ArPoom,"['viper', 'omen', 'brimstone']"
garnetS,"['raze', 'jett', 'deadlock']"
Teerapong,"['skye', 'raze', 'kayo']"
Vickyz,['raze']
Redefy,"['kayo', 'viper']"
Zneva,"['cypher', 'sage', 'killjoy']"
Chadi,"['skye', 'jett', 'raze']"
nero,"['sova', 'fade', 'skye']"
Elysium,"['omen', 'brimstone', 'viper']"
arbie,"['omen', 'viper']"
practo,"['sova', 'viper']"
GaryDaSnail,"['cypher', 'killjoy']"
ralle,"['skye', 'sova', 'kayo']"
Dro9,"['sova', 'raze']"
IsoliDD,"['cypher', 'killjoy']"
Harvey,"['harbor', 'neon']"
MazkooMe,"['omen', 'viper']"
Jacobbb,"['cypher', 'killjoy']"
starkk,"['kayo', 'sage', 'sova']"
alannn,"['gekko', 'skye', 'phoenix']"
bipo,"['raze', 'jett', 'yoru']"
gRIGUAj,"['breach', 'fade', 'viper']"
mada,"['raze', 'jett', 'reyna']"
Verno,"['killjoy', 'gekko', 'sova']"
snirot,"['kayo', 'breach', 'skye']"
riku,"['killjoy', 'brimstone', 'astra']"
Davidp,"['skye', 'viper', 'omen']"
iXeonN,"['raze', 'yoru']"
Baransel,"['killjoy', 'gekko', 'kayo']"
MOCKING,"['cypher', 'gekko', 'breach']"
aduka,"['yoru', 'fade', 'killjoy']"
Impecunity,"['jett', 'cypher', 'phoenix']"
Hakka,"['viper', 'omen']"
mas,"['gekko', 'skye', 'kayo']"
ReQz,"['sova', 'gekko', 'skye']"
chanformer,"['viper', 'omen', 'cypher']"
Dev0,"['yoru', 'jett', 'raze']"
Bully,"['cypher', 'viper', 'killjoy']"
Movi,"['omen', 'fade', 'sova']"
Mally,"['skye', 'breach']"
falltw,"['omen', 'viper', 'breach']"
Kongi,"['cypher', 'viper', 'sage']"
Rexon,"['omen', 'cypher', 'skye']"
JKG,"['sage', 'omen', 'viper']"
jurca,"['kayo', 'skye', 'sova']"
avey,"['raze', 'jett']"
kellyS,"['harbor', 'raze', 'kayo']"
marky,"['jett', 'astra', 'omen']"
Witz,"['kayo', 'skye', 'sova']"
DubsteP,"['sova', 'skye', 'killjoy']"
XyRiS,"['sova', 'omen', 'breach']"
xeCyy,"['kayo', 'harbor', 'fade']"
HJ,"['jett', 'neon']"
Sentiro,"['omen', 'viper']"
Rosy,['omen']
Kawaii,"['breach', 'sova']"
Ale,"['jett', 'raze', 'neon']"
Kalkkuna,"['raze', 'sage', 'jett']"
Feeqn,"['killjoy', 'cypher', 'brimstone']"
Snowi,"['breach', 'kayo', 'sage']"
Jesmu,"['sova', 'kayo', 'omen']"
Limpe,"['raze', 'jett']"
nixoon,"['astra', 'omen', 'viper']"
coconut,"['killjoy', 'cypher', 'brimstone']"
Uta,"['cypher', 'jett', 'omen']"
GGHuiii,"['raze', 'jett', 'chamber']"
hypathor,"['viper', 'sova', 'skye']"
CHIMEI,"['fade', 'kayo', 'breach']"
Techno,"['omen', 'viper', 'astra']"
hellff,"['breach', 'sova', 'gekko']"
Hoax,"['viper', 'sage', 'breach']"
Venka,"['jett', 'killjoy', 'raze']"
Makaveli,"['harbor', 'raze', 'omen']"
deecee,"['cypher', 'deadlock', 'killjoy']"
trinxty,"['raze', 'jett', 'reyna']"
saun,"['omen', 'breach', 'kayo']"
ChiaWei,"['gekko', 'sova', 'skye']"
ngk,"['jett', 'raze', 'omen']"
W1nner,"['killjoy', 'yoru', 'cypher']"
SecreT,"['sova', 'omen']"
Sparticus,"['fade', 'viper']"
shinnok,"['killjoy', 'cypher', 'kayo']"
sword,"['cypher', 'jett', 'sova']"
d3mur,"['raze', 'jett', 'yoru']"
pityth,"['raze', 'killjoy', 'jett']"
Nade,['jett']
Morphiw0w,"['breach', 'gekko', 'omen']"
nekoJ,"['sova', 'breach']"
Czester,"['raze', 'jett']"
Kafka,"['viper', 'brimstone']"
Recoil,"['breach', 'kayo', 'viper']"
Mooky,"['killjoy', 'sova']"
Infinity,"['reyna', 'killjoy']"
Louitan,"['raze', 'sage', 'kayo']"
Luzuh,"['jett', 'chamber', 'yoru']"
B3ASTM0D3,"['omen', 'brimstone', 'viper']"
eleo,"['sage', 'sova', 'breach']"
skuba,"['omen', 'astra', 'brimstone']"
mitch,"['skye', 'kayo', 'breach']"
yiinel,"['sova', 'fade', 'skye']"
puffy,"['sova', 'skye']"
Rivenary,"['fade', 'sova']"
SAGE,"['cypher', 'omen']"
cara,"['cypher', 'killjoy']"
standoff,"['jett', 'raze']"
HEPSEV,['jett']
TZX,"['harbor', 'breach']"
Ryu,['sova']
Haeart,"['raze', 'neon', 'killjoy']"
Moosey,"['raze', 'yoru', 'viper']"
BONCE,"['jett', 'raze', 'yoru']"
Kestrel,"['cypher', 'breach', 'sova']"
Toy,"['skye', 'breach', 'gekko']"
Mizern,"['cypher', 'reyna', 'omen']"
Adept,"['breach', 'sova', 'killjoy']"
erennTT,"['brimstone', 'omen']"
FIVESTAR,"['cypher', 'killjoy']"
Confident,['raze']
fayy,"['cypher', 'raze']"
Roslen,"['cypher', 'killjoy']"
Syratch,"['skye', 'kayo']"
Volte,"['brimstone', 'omen']"
notxd,"['killjoy', 'cypher', 'viper']"
Ridder,"['raze', 'jett']"
koupert,['skye']
GrimReaper874,['sova']
BangtK,"['viper', 'omen']"
Dexter,"['killjoy', 'gekko']"
ducq,"['killjoy', 'sage', 'kayo']"
steezy,"['fade', 'jett', 'gekko']"
RYKER,"['raze', 'phoenix']"
NeFi,"['viper', 'skye', 'breach']"
kryo,"['phoenix', 'skye']"
exayy,"['reyna', 'omen']"
SyKo,"['sova', 'gekko', 'skye']"
YORZERA,"['raze', 'jett', 'chamber']"
traNz,['cypher']
Happen,"['fade', 'sova']"
darkwinjett,"['neon', 'sage', 'omen']"
shiio,"['omen', 'viper', 'killjoy']"
quantumrino,"['raze', 'jett']"
litshii,"['skye', 'kayo', 'sova']"
Treelover,"['viper', 'omen', 'astra']"
Daveeski,"['breach', 'raze', 'skye']"
GENETICZZ,"['cypher', 'killjoy', 'clove']"
RxYaL,"['cypher', 'killjoy', 'omen']"
Owen,"['omen', 'viper', 'brimstone']"
player,"['jett', 'neon']"
Shr1mp,"['kayo', 'breach']"
HanChe,"['astra', 'cypher']"
EduCoz,"['skye', 'fade']"
mass3R,"['skye', 'kayo', 'omen']"
SparkeR,"['brimstone', 'omen']"
LOMBA,"['gekko', 'cypher']"
XXiF,"['viper', 'killjoy', 'cypher']"
zeldris,"['jett', 'raze']"
nerve,"['brimstone', 'astra', 'omen']"
snarly,"['skye', 'kayo', 'chamber']"
tdawgg,"['raze', 'sova', 'skye']"
Nino,"['skye', 'sova']"
jstnzin,"['brimstone', 'omen']"
NoMan,"['viper', 'jett', 'gekko']"
sn0wFlake,"['omen', 'brimstone']"
NoMan,"['raze', 'kayo', 'neon']"
Midnight,"['kayo', 'gekko', 'sova']"
UdoTan,"['gekko', 'fade', 'jett']"
fainz,"['raze', 'jett', 'neon']"
Shalaby,"['raze', 'phoenix', 'neon']"
tupai,"['skye', 'cypher', 'chamber']"
redo,"['viper', 'omen']"
robot,"['omen', 'brimstone', 'viper']"
Fezisss,"['astra', 'cypher']"
jannyXD,"['raze', 'jett', 'yoru']"
Kamisseq,"['astra', 'omen', 'harbor']"
saiko,"['yoru', 'raze', 'jett']"
subbey,"['sova', 'skye']"
jans0n,"['gekko', 'cypher', 'breach']"
merix,"['viper', 'yoru', 'brimstone']"
lauzen,"['cypher', 'sage', 'killjoy']"
jonx,"['sova', 'skye', 'fade']"
m1tez,"['viper', 'omen', 'brimstone']"
nAked,"['sova', 'skye']"
nabil,"['killjoy', 'cypher']"
velis,"['brimstone', 'viper', 'omen']"
andrew,"['raze', 'brimstone', 'jett']"
kaho,"['cypher', 'killjoy', 'skye']"
d1msumboi,"['killjoy', 'viper', 'brimstone']"
contii,"['viper', 'killjoy', 'cypher']"
KP,"['gekko', 'harbor']"
Harshhh,"['harbor', 'sova', 'omen']"
aplycs,"['sova', 'omen', 'viper']"
Deadly10,"['raze', 'jett', 'neon']"
Garv,"['raze', 'jett', 'skye']"
LBY,"['sova', 'gekko', 'kayo']"
Mojo,"['sova', 'breach', 'chamber']"
ghostxD,"['brimstone', 'omen', 'viper']"
Shuffle,"['omen', 'breach']"
Suka,"['omen', 'brimstone', 'cypher']"
gin,"['killjoy', 'raze', 'phoenix']"
Milooo,"['cypher', 'viper', 'harbor']"
BánhMj,"['gekko', 'skye', 'sova']"
Pr0digy,"['reyna', 'brimstone', 'phoenix']"
TRIPCIEW,"['cypher', 'viper', 'omen']"
albus,"['skye', 'sova', 'kayo']"
Oir4m,['killjoy']
SFVV,"['sova', 'skye']"
Unhappy,"['killjoy', 'cypher']"
QueYa,"['sova', 'skye', 'harbor']"
jeffie,"['viper', 'cypher', 'killjoy']"
Timotino,"['raze', 'harbor', 'jett']"
Papicam,"['cypher', 'killjoy', 'harbor']"
tokyo,"['cypher', 'jett', 'killjoy']"
cuz,['raze']
P0LAND,['raze']
cheatcode,"['skye', 'gekko', 'kayo']"
Rebo,"['viper', 'sova']"
solution,"['omen', 'killjoy']"
Bob,"['sova', 'viper']"
Bob,"['omen', 'sova']"
Geni,"['skye', 'sova', 'cypher']"
Kush,"['skye', 'sova', 'viper']"
Madelyn,"['omen', 'skye', 'sova']"
syazren,['fade']
Nyx,"['sova', 'killjoy']"
Bonfire,"['deadlock', 'cypher']"
rexxtoned,"['omen', 'brimstone', 'killjoy']"
Lele,"['neon', 'jett', 'raze']"
syyse,"['gekko', 'sova']"
Pax,"['raze', 'jett']"
adilzera,"['cypher', 'viper', 'killjoy']"
Infamous,"['breach', 'gekko', 'kayo']"
ianto,"['viper', 'killjoy', 'yoru']"
Deqadz,"['breach', 'viper', 'omen']"
Stokesy,"['astra', 'omen']"
W1LL,['killjoy']
xenp1o,"['cypher', 'killjoy']"
Kyas,"['sova', 'cypher']"
Magnus,"['chamber', 'raze', 'jett']"
PaniC,"['neon', 'jett']"
DWX,['omen']
YoungOne,"['breach', 'sova']"
sultan,"['omen', 'viper', 'cypher']"
dos9,"['jett', 'raze', 'reyna']"
SkRossi,"['sova', 'skye', 'chamber']"
Paradox,"['sage', 'deadlock', 'gekko']"
skillZ,"['killjoy', 'cypher', 'viper']"
tricky,"['raze', 'jett']"
Nudle,"['gekko', 'breach']"
He1ji,"['breach', 'skye']"
Teey,"['fade', 'sova']"
Shiro,"['raze', 'cypher', 'neon']"
Karma,"['raze', 'jett', 'killjoy']"
Kixer,"['gekko', 'harbor', 'kayo']"
Wanted,"['astra', 'killjoy', 'brimstone']"
Belyaks1,"['deadlock', 'sova', 'skye']"
frontside,"['cypher', 'viper']"
CALVIN,"['sage', 'omen', 'killjoy']"
MiLuan,"['viper', 'omen']"
Sa1koro,"['killjoy', 'cypher', 'omen']"
AsLanM4shadoW,"['omen', 'brimstone', 'killjoy']"
Patrui,"['viper', 'sage', 'killjoy']"
russ,"['viper', 'fade', 'sova']"
batujnax,"['omen', 'raze', 'neon']"
Muj,"['raze', 'jett', 'sova']"
jeyj7y,"['fade', 'breach', 'kayo']"
braveaf,"['raze', 'sova', 'fade']"
FakeAnanas,"['skye', 'kayo', 'gekko']"
antonio,"['viper', 'kayo', 'omen']"
6ix,"['killjoy', 'sage']"
Dark3st,"['viper', 'kayo', 'reyna']"
sacred,"['omen', 'sova', 'fade']"
Kushay,"['omen', 'astra', 'brimstone']"
furbsa,"['raze', 'jett', 'reyna']"
req,"['raze', 'jett', 'astra']"
dip,"['chamber', 'omen', 'sova']"
scarn,"['raze', 'jett', 'yoru']"
Cohburg,"['cypher', 'killjoy', 'deadlock']"
Kaoticcc,"['jett', 'raze', 'reyna']"
Awkua,"['sova', 'breach', 'cypher']"
Blaize,"['killjoy', 'omen', 'breach']"
los,['omen']
brk,"['jett', 'raze', 'yoru']"
Addicted,"['sova', 'gekko', 'skye']"
Cunha20,"['omen', 'viper', 'brimstone']"
GrTw,"['killjoy', 'cypher', 'yoru']"
Fragger,"['kayo', 'sage', 'skye']"
Ksiaze,"['jett', 'raze']"
Fair,"['raze', 'killjoy']"
sSef,"['viper', 'omen']"
Chillin,"['omen', 'brimstone', 'viper']"
CANADIAN,"['raze', 'jett']"
Sushi,"['viper', 'omen', 'sage']"
Jello,"['gekko', 'fade', 'skye']"
par,"['reyna', 'raze', 'jett']"
Casual,"['astra', 'omen']"
BohKai,"['fade', 'gekko']"
Reduxx,"['raze', 'jett', 'reyna']"
dapr,"['viper', 'killjoy', 'cypher']"
yuan,"['jett', 'raze']"
S1ay3rr,"['sova', 'gekko']"
glo,"['raze', 'cypher']"
Cain,"['skye', 'sage', 'kayo']"
NIZ,"['sova', 'skye', 'jett']"
Raigard,"['viper', 'omen']"
kongared,"['skye', 'kayo', 'fade']"
tbloy,"['reyna', 'raze', 'yoru']"
SantaGolf,"['cypher', 'killjoy', 'brimstone']"
Shazeon,"['viper', 'cypher', 'killjoy']"
luckeRRR,"['skye', 'gekko', 'kayo']"
azury,"['omen', 'viper', 'brimstone']"
