playerName,team,rating,region,playerStatistics,agent,playerCategory
Pyro,INF,0.84,Americas,"{'average_combat_score': '171.1', 'kill_deaths': '0.75', 'kill_assists_survived_traded': '69%', 'average_damage_per_round': '113.2', 'kills_per_round': '0.58', 'assists_per_round': '0.35', 'first_kills_per_round': '0.09', 'first_deaths_per_round': '0.14', 'headshot_percentage': '22%', 'clutch_success_percentage': '17%'}","['viper', 'deadlock', 'fade']",vct-game-changer
drea,INF,0.83,Americas,"{'average_combat_score': '191.4', 'kill_deaths': '0.84', 'kill_assists_survived_traded': '66%', 'average_damage_per_round': '123.2', 'kills_per_round': '0.68', 'assists_per_round': '0.19', 'first_kills_per_round': '0.12', 'first_deaths_per_round': '0.17', 'headshot_percentage': '21%', 'clutch_success_percentage': '20%'}","['yoru', 'raze', 'jett']",vct-game-changer
freelilly,36,0.83,Americas,"{'average_combat_score': '216.5', 'kill_deaths': '0.81', 'kill_assists_survived_traded': '58%', 'average_damage_per_round': '146.2', 'kills_per_round': '0.72', 'assists_per_round': '0.14', 'first_kills_per_round': '0.19', 'first_deaths_per_round': '0.17', 'headshot_percentage': '24%', 'clutch_success_percentage': ''}",['killjoy'],vct-game-changer
trushi,104,0.83,Americas,"{'average_combat_score': '184.2', 'kill_deaths': '0.74', 'kill_assists_survived_traded': '61%', 'average_damage_per_round': '127.4', 'kills_per_round': '0.64', 'assists_per_round': '0.13', 'first_kills_per_round': '0.08', 'first_deaths_per_round': '0.07', 'headshot_percentage': '24%', 'clutch_success_percentage': ''}","['cypher', 'killjoy']",vct-game-changer
ketarys,SaD,0.83,Americas,"{'average_combat_score': '164.2', 'kill_deaths': '0.77', 'kill_assists_survived_traded': '66%', 'average_damage_per_round': '114.4', 'kills_per_round': '0.59', 'assists_per_round': '0.31', 'first_kills_per_round': '0.04', 'first_deaths_per_round': '0.07', 'headshot_percentage': '32%', 'clutch_success_percentage': '8%'}","['killjoy', 'brimstone', 'viper']",vct-game-changer
bunnybee,oomf,0.83,Americas,"{'average_combat_score': '199.5', 'kill_deaths': '0.87', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '131.3', 'kills_per_round': '0.69', 'assists_per_round': '0.20', 'first_kills_per_round': '0.18', 'first_deaths_per_round': '0.18', 'headshot_percentage': '30%', 'clutch_success_percentage': '18%'}","['fade', 'jett', 'kayo']",vct-game-changer
aria,TDY,0.83,Americas,"{'average_combat_score': '175.2', 'kill_deaths': '0.75', 'kill_assists_survived_traded': '67%', 'average_damage_per_round': '116.0', 'kills_per_round': '0.59', 'assists_per_round': '0.33', 'first_kills_per_round': '0.09', 'first_deaths_per_round': '0.13', 'headshot_percentage': '28%', 'clutch_success_percentage': '6%'}","['kayo', 'omen', 'sage']",vct-game-changer
svv,Thri,0.83,Americas,"{'average_combat_score': '166.2', 'kill_deaths': '0.70', 'kill_assists_survived_traded': '62%', 'average_damage_per_round': '115.7', 'kills_per_round': '0.54', 'assists_per_round': '0.32', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.04', 'headshot_percentage': '29%', 'clutch_success_percentage': '13%'}","['killjoy', 'cypher', 'deadlock']",vct-game-changer
caya1,INF,0.83,Americas,"{'average_combat_score': '140.3', 'kill_deaths': '0.67', 'kill_assists_survived_traded': '67%', 'average_damage_per_round': '88.2', 'kills_per_round': '0.48', 'assists_per_round': '0.35', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.05', 'headshot_percentage': '21%', 'clutch_success_percentage': '6%'}","['brimstone', 'omen', 'sova']",vct-game-changer
Sekkya,SaD,0.83,Americas,"{'average_combat_score': '146.8', 'kill_deaths': '0.74', 'kill_assists_survived_traded': '69%', 'average_damage_per_round': '90.7', 'kills_per_round': '0.53', 'assists_per_round': '0.49', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.07', 'headshot_percentage': '17%', 'clutch_success_percentage': '18%'}","['skye', 'kayo', 'fade']",vct-game-changer
wlloh,42C,0.83,Americas,"{'average_combat_score': '192.5', 'kill_deaths': '0.75', 'kill_assists_survived_traded': '58%', 'average_damage_per_round': '126.0', 'kills_per_round': '0.62', 'assists_per_round': '0.15', 'first_kills_per_round': '0.09', 'first_deaths_per_round': '0.11', 'headshot_percentage': '25%', 'clutch_success_percentage': '5%'}","['killjoy', 'cypher', 'viper']",vct-game-changer
riv,RF.GC,0.82,Americas,"{'average_combat_score': '165.4', 'kill_deaths': '0.79', 'kill_assists_survived_traded': '68%', 'average_damage_per_round': '108.7', 'kills_per_round': '0.57', 'assists_per_round': '0.27', 'first_kills_per_round': '0.09', 'first_deaths_per_round': '0.11', 'headshot_percentage': '26%', 'clutch_success_percentage': '11%'}","['killjoy', 'cypher', 'viper']",vct-game-changer
stupidseal9,36,0.82,Americas,"{'average_combat_score': '184.0', 'kill_deaths': '0.82', 'kill_assists_survived_traded': '61%', 'average_damage_per_round': '117.3', 'kills_per_round': '0.64', 'assists_per_round': '0.06', 'first_kills_per_round': '0.14', 'first_deaths_per_round': '0.17', 'headshot_percentage': '40%', 'clutch_success_percentage': ''}","['cypher', 'killjoy']",vct-game-changer
apple,Arch,0.82,Americas,"{'average_combat_score': '160.9', 'kill_deaths': '0.72', 'kill_assists_survived_traded': '64%', 'average_damage_per_round': '110.7', 'kills_per_round': '0.55', 'assists_per_round': '0.25', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.06', 'headshot_percentage': '33%', 'clutch_success_percentage': '4%'}","['omen', 'brimstone', 'killjoy']",vct-game-changer
cait,BRK.GC,0.82,Americas,"{'average_combat_score': '158.4', 'kill_deaths': '0.70', 'kill_assists_survived_traded': '73%', 'average_damage_per_round': '105.7', 'kills_per_round': '0.53', 'assists_per_round': '0.37', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.04', 'headshot_percentage': '18%', 'clutch_success_percentage': '5%'}","['viper', 'fade', 'breach']",vct-game-changer
venus,Moon,0.82,Americas,"{'average_combat_score': '177.3', 'kill_deaths': '0.78', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '120.4', 'kills_per_round': '0.62', 'assists_per_round': '0.17', 'first_kills_per_round': '0.11', 'first_deaths_per_round': '0.18', 'headshot_percentage': '31%', 'clutch_success_percentage': '16%'}","['raze', 'neon', 'jett']",vct-game-changer
moni,Awak,0.82,Americas,"{'average_combat_score': '159.6', 'kill_deaths': '0.76', 'kill_assists_survived_traded': '62%', 'average_damage_per_round': '102.9', 'kills_per_round': '0.57', 'assists_per_round': '0.21', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.10', 'headshot_percentage': '37%', 'clutch_success_percentage': '10%'}","['viper', 'omen', 'cypher']",vct-game-changer
paper,46,0.82,Americas,"{'average_combat_score': '176.0', 'kill_deaths': '0.82', 'kill_assists_survived_traded': '57%', 'average_damage_per_round': '114.4', 'kills_per_round': '0.67', 'assists_per_round': '0.17', 'first_kills_per_round': '0.13', 'first_deaths_per_round': '0.11', 'headshot_percentage': '25%', 'clutch_success_percentage': '29%'}","['sova', 'fade']",vct-game-changer
Stay,SaD,0.82,Americas,"{'average_combat_score': '214.5', 'kill_deaths': '0.80', 'kill_assists_survived_traded': '64%', 'average_damage_per_round': '144.8', 'kills_per_round': '0.71', 'assists_per_round': '0.16', 'first_kills_per_round': '0.21', 'first_deaths_per_round': '0.22', 'headshot_percentage': '21%', 'clutch_success_percentage': ''}","['raze', 'reyna', 'jett']",vct-game-changer
ShelbyLynn,Laby,0.82,Americas,"{'average_combat_score': '175.0', 'kill_deaths': '0.66', 'kill_assists_survived_traded': '52%', 'average_damage_per_round': '113.3', 'kills_per_round': '0.61', 'assists_per_round': '0.06', 'first_kills_per_round': '0.00', 'first_deaths_per_round': '0.16', 'headshot_percentage': '26%', 'clutch_success_percentage': '7%'}","['killjoy', 'cypher']",vct-game-changer
jessenia,30,0.81,Americas,"{'average_combat_score': '185.0', 'kill_deaths': '0.59', 'kill_assists_survived_traded': '53%', 'average_damage_per_round': '131.7', 'kills_per_round': '0.53', 'assists_per_round': '0.17', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.03', 'headshot_percentage': '29%', 'clutch_success_percentage': ''}",['killjoy'],vct-game-changer
zoe,NCL.GC,0.81,Americas,"{'average_combat_score': '161.5', 'kill_deaths': '0.66', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '116.9', 'kills_per_round': '0.53', 'assists_per_round': '0.28', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.05', 'headshot_percentage': '34%', 'clutch_success_percentage': '29%'}",['sova'],vct-game-changer
Kestrel,Sove,0.81,Americas,"{'average_combat_score': '194.8', 'kill_deaths': '0.77', 'kill_assists_survived_traded': '60%', 'average_damage_per_round': '126.8', 'kills_per_round': '0.66', 'assists_per_round': '0.15', 'first_kills_per_round': '0.13', 'first_deaths_per_round': '0.17', 'headshot_percentage': '25%', 'clutch_success_percentage': '19%'}","['kayo', 'gekko', 'raze']",vct-game-changer
auraless,Thri,0.81,Americas,"{'average_combat_score': '200.8', 'kill_deaths': '0.83', 'kill_assists_survived_traded': '64%', 'average_damage_per_round': '132.3', 'kills_per_round': '0.64', 'assists_per_round': '0.18', 'first_kills_per_round': '0.21', 'first_deaths_per_round': '0.25', 'headshot_percentage': '20%', 'clutch_success_percentage': ''}","['jett', 'raze']",vct-game-changer
upset,54,0.81,Americas,"{'average_combat_score': '214.0', 'kill_deaths': '0.86', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '139.8', 'kills_per_round': '0.70', 'assists_per_round': '0.11', 'first_kills_per_round': '0.17', 'first_deaths_per_round': '0.22', 'headshot_percentage': '28%', 'clutch_success_percentage': ''}","['raze', 'jett']",vct-game-changer
JunaFour,CAP,0.81,Americas,"{'average_combat_score': '179.5', 'kill_deaths': '0.82', 'kill_assists_survived_traded': '71%', 'average_damage_per_round': '113.8', 'kills_per_round': '0.66', 'assists_per_round': '0.27', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.05', 'headshot_percentage': '21%', 'clutch_success_percentage': '20%'}","['viper', 'skye']",vct-game-changer
cia,Catn,0.80,Americas,"{'average_combat_score': '187.5', 'kill_deaths': '0.76', 'kill_assists_survived_traded': '57%', 'average_damage_per_round': '105.3', 'kills_per_round': '0.73', 'assists_per_round': '0.17', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.03', 'headshot_percentage': '35%', 'clutch_success_percentage': '10%'}","['omen', 'clove']",vct-game-changer
Kross,Unity,0.80,Americas,"{'average_combat_score': '167.9', 'kill_deaths': '0.66', 'kill_assists_survived_traded': '56%', 'average_damage_per_round': '113.4', 'kills_per_round': '0.57', 'assists_per_round': '0.22', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.06', 'headshot_percentage': '29%', 'clutch_success_percentage': '10%'}","['skye', 'breach', 'gekko']",vct-game-changer
jid,RTL,0.80,Americas,"{'average_combat_score': '159.8', 'kill_deaths': '0.71', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '111.2', 'kills_per_round': '0.56', 'assists_per_round': '0.27', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.09', 'headshot_percentage': '25%', 'clutch_success_percentage': '15%'}","['sage', 'omen', 'viper']",vct-game-changer
Unsane,Cent,0.80,Americas,"{'average_combat_score': '163.0', 'kill_deaths': '0.71', 'kill_assists_survived_traded': '55%', 'average_damage_per_round': '105.3', 'kills_per_round': '0.59', 'assists_per_round': '0.14', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.11', 'headshot_percentage': '23%', 'clutch_success_percentage': '5%'}","['killjoy', 'cypher', 'gekko']",vct-game-changer
Jas,Neon,0.79,Americas,"{'average_combat_score': '162.9', 'kill_deaths': '0.70', 'kill_assists_survived_traded': '60%', 'average_damage_per_round': '113.0', 'kills_per_round': '0.56', 'assists_per_round': '0.17', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.12', 'headshot_percentage': '30%', 'clutch_success_percentage': '8%'}","['cypher', 'chamber', 'killjoy']",vct-game-changer
Nyx,Waff,0.79,Americas,"{'average_combat_score': '180.9', 'kill_deaths': '0.75', 'kill_assists_survived_traded': '57%', 'average_damage_per_round': '127.5', 'kills_per_round': '0.65', 'assists_per_round': '0.13', 'first_kills_per_round': '0.14', 'first_deaths_per_round': '0.20', 'headshot_percentage': '30%', 'clutch_success_percentage': '7%'}","['yoru', 'raze', 'killjoy']",vct-game-changer
always,Bear,0.79,Americas,"{'average_combat_score': '145.8', 'kill_deaths': '0.68', 'kill_assists_survived_traded': '61%', 'average_damage_per_round': '97.1', 'kills_per_round': '0.51', 'assists_per_round': '0.28', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.08', 'headshot_percentage': '32%', 'clutch_success_percentage': '11%'}","['omen', 'brimstone', 'viper']",vct-game-changer
Clocracy,Bumb,0.79,Americas,"{'average_combat_score': '170.1', 'kill_deaths': '0.74', 'kill_assists_survived_traded': '65%', 'average_damage_per_round': '113.5', 'kills_per_round': '0.61', 'assists_per_round': '0.34', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.14', 'headshot_percentage': '32%', 'clutch_success_percentage': '9%'}","['omen', 'brimstone', 'viper']",vct-game-changer
zev,Tena,0.78,Americas,"{'average_combat_score': '188.6', 'kill_deaths': '0.78', 'kill_assists_survived_traded': '56%', 'average_damage_per_round': '127.8', 'kills_per_round': '0.67', 'assists_per_round': '0.12', 'first_kills_per_round': '0.12', 'first_deaths_per_round': '0.21', 'headshot_percentage': '33%', 'clutch_success_percentage': '16%'}","['raze', 'jett', 'neon']",vct-game-changer
ShreyUwU,Waff,0.78,Americas,"{'average_combat_score': '160.6', 'kill_deaths': '0.64', 'kill_assists_survived_traded': '58%', 'average_damage_per_round': '114.8', 'kills_per_round': '0.55', 'assists_per_round': '0.25', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.05', 'headshot_percentage': '27%', 'clutch_success_percentage': '11%'}","['viper', 'gekko', 'sova']",vct-game-changer
Zoue,YDZ.GC,0.78,Americas,"{'average_combat_score': '177.2', 'kill_deaths': '0.72', 'kill_assists_survived_traded': '64%', 'average_damage_per_round': '117.8', 'kills_per_round': '0.61', 'assists_per_round': '0.27', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.08', 'headshot_percentage': '21%', 'clutch_success_percentage': '5%'}","['viper', 'killjoy', 'omen']",vct-game-changer
Biffy,Sere,0.78,Americas,"{'average_combat_score': '164.0', 'kill_deaths': '0.76', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '106.6', 'kills_per_round': '0.59', 'assists_per_round': '0.17', 'first_kills_per_round': '0.15', 'first_deaths_per_round': '0.17', 'headshot_percentage': '37%', 'clutch_success_percentage': '5%'}","['skye', 'breach', 'astra']",vct-game-changer
emi,WOOP,0.78,Americas,"{'average_combat_score': '187.0', 'kill_deaths': '0.82', 'kill_assists_survived_traded': '48%', 'average_damage_per_round': '122.3', 'kills_per_round': '0.68', 'assists_per_round': '0.10', 'first_kills_per_round': '0.10', 'first_deaths_per_round': '0.20', 'headshot_percentage': '28%', 'clutch_success_percentage': '25%'}","['killjoy', 'cypher']",vct-game-changer
julia,mini,0.78,Americas,"{'average_combat_score': '165.0', 'kill_deaths': '0.66', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '113.2', 'kills_per_round': '0.57', 'assists_per_round': '0.28', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.13', 'headshot_percentage': '38%', 'clutch_success_percentage': '11%'}","['sova', 'skye', 'gekko']",vct-game-changer
kim,Loaf,0.78,Americas,"{'average_combat_score': '167.5', 'kill_deaths': '0.61', 'kill_assists_survived_traded': '56%', 'average_damage_per_round': '115.9', 'kills_per_round': '0.56', 'assists_per_round': '0.21', 'first_kills_per_round': '0.02', 'first_deaths_per_round': '0.11', 'headshot_percentage': '36%', 'clutch_success_percentage': '10%'}","['sova', 'skye']",vct-game-changer
lmaojen,69,0.78,Americas,"{'average_combat_score': '188.0', 'kill_deaths': '0.72', 'kill_assists_survived_traded': '70%', 'average_damage_per_round': '119.7', 'kills_per_round': '0.61', 'assists_per_round': '0.16', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.16', 'headshot_percentage': '18%', 'clutch_success_percentage': '10%'}","['raze', 'jett', 'sova']",vct-game-changer
sunrise,Neon,0.77,Americas,"{'average_combat_score': '179.4', 'kill_deaths': '0.69', 'kill_assists_survived_traded': '64%', 'average_damage_per_round': '114.5', 'kills_per_round': '0.59', 'assists_per_round': '0.36', 'first_kills_per_round': '0.08', 'first_deaths_per_round': '0.14', 'headshot_percentage': '26%', 'clutch_success_percentage': '42%'}","['breach', 'skye', 'harbor']",vct-game-changer
Phoxic,Sizz,0.77,Americas,"{'average_combat_score': '160.3', 'kill_deaths': '0.63', 'kill_assists_survived_traded': '56%', 'average_damage_per_round': '111.0', 'kills_per_round': '0.53', 'assists_per_round': '0.39', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.13', 'headshot_percentage': '28%', 'clutch_success_percentage': '10%'}","['omen', 'skye']",vct-game-changer
Celeste,(+2),0.77,Americas,"{'average_combat_score': '178.1', 'kill_deaths': '0.73', 'kill_assists_survived_traded': '59%', 'average_damage_per_round': '119.3', 'kills_per_round': '0.61', 'assists_per_round': '0.21', 'first_kills_per_round': '0.08', 'first_deaths_per_round': '0.17', 'headshot_percentage': '34%', 'clutch_success_percentage': '26%'}","['jett', 'raze', 'yoru']",vct-game-changer
shay,29,0.77,Americas,"{'average_combat_score': '191.0', 'kill_deaths': '0.65', 'kill_assists_survived_traded': '59%', 'average_damage_per_round': '122.2', 'kills_per_round': '0.59', 'assists_per_round': '0.07', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.14', 'headshot_percentage': '15%', 'clutch_success_percentage': '11%'}","['cypher', 'sova']",vct-game-changer
sher,Fhou,0.77,Americas,"{'average_combat_score': '180.3', 'kill_deaths': '0.74', 'kill_assists_survived_traded': '57%', 'average_damage_per_round': '117.7', 'kills_per_round': '0.67', 'assists_per_round': '0.11', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.08', 'headshot_percentage': '35%', 'clutch_success_percentage': ''}","['breach', 'sage', 'gekko']",vct-game-changer
asuya,Gett,0.76,Americas,"{'average_combat_score': '166.0', 'kill_deaths': '0.68', 'kill_assists_survived_traded': '55%', 'average_damage_per_round': '117.7', 'kills_per_round': '0.57', 'assists_per_round': '0.22', 'first_kills_per_round': '0.04', 'first_deaths_per_round': '0.16', 'headshot_percentage': '26%', 'clutch_success_percentage': '10%'}","['omen', 'viper']",vct-game-changer
Sliicyy,char,0.76,Americas,"{'average_combat_score': '218.5', 'kill_deaths': '0.83', 'kill_assists_survived_traded': '66%', 'average_damage_per_round': '137.7', 'kills_per_round': '0.75', 'assists_per_round': '0.25', 'first_kills_per_round': '0.23', 'first_deaths_per_round': '0.27', 'headshot_percentage': '25%', 'clutch_success_percentage': '25%'}","['raze', 'neon']",vct-game-changer
deejay,134,0.76,Americas,"{'average_combat_score': '189.6', 'kill_deaths': '0.73', 'kill_assists_survived_traded': '60%', 'average_damage_per_round': '125.5', 'kills_per_round': '0.64', 'assists_per_round': '0.16', 'first_kills_per_round': '0.10', 'first_deaths_per_round': '0.22', 'headshot_percentage': '23%', 'clutch_success_percentage': ''}","['jett', 'clove', 'raze']",vct-game-changer
Andrea,NCL.GC,0.76,Americas,"{'average_combat_score': '138.0', 'kill_deaths': '0.56', 'kill_assists_survived_traded': '63%', 'average_damage_per_round': '103.1', 'kills_per_round': '0.46', 'assists_per_round': '0.37', 'first_kills_per_round': '0.00', 'first_deaths_per_round': '0.12', 'headshot_percentage': '24%', 'clutch_success_percentage': ''}","['viper', 'omen']",vct-game-changer
ira,(+3),0.76,Americas,"{'average_combat_score': '172.1', 'kill_deaths': '0.68', 'kill_assists_survived_traded': '57%', 'average_damage_per_round': '112.6', 'kills_per_round': '0.58', 'assists_per_round': '0.22', 'first_kills_per_round': '0.10', 'first_deaths_per_round': '0.14', 'headshot_percentage': '26%', 'clutch_success_percentage': '7%'}","['viper', 'breach', 'gekko']",vct-game-changer
Momo,38,0.76,Americas,"{'average_combat_score': '149.5', 'kill_deaths': '0.65', 'kill_assists_survived_traded': '58%', 'average_damage_per_round': '94.2', 'kills_per_round': '0.53', 'assists_per_round': '0.21', 'first_kills_per_round': '0.13', 'first_deaths_per_round': '0.24', 'headshot_percentage': '28%', 'clutch_success_percentage': ''}","['raze', 'fade']",vct-game-changer
Coax,SaD,0.75,Americas,"{'average_combat_score': '126.0', 'kill_deaths': '0.66', 'kill_assists_survived_traded': '64%', 'average_damage_per_round': '92.0', 'kills_per_round': '0.49', 'assists_per_round': '0.23', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.11', 'headshot_percentage': '38%', 'clutch_success_percentage': '21%'}","['gekko', 'sova', 'harbor']",vct-game-changer
des,70,0.75,Americas,"{'average_combat_score': '174.3', 'kill_deaths': '0.66', 'kill_assists_survived_traded': '59%', 'average_damage_per_round': '124.9', 'kills_per_round': '0.56', 'assists_per_round': '0.20', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.16', 'headshot_percentage': '19%', 'clutch_success_percentage': '7%'}","['killjoy', 'raze']",vct-game-changer
stay,38,0.75,Americas,"{'average_combat_score': '168.5', 'kill_deaths': '0.70', 'kill_assists_survived_traded': '50%', 'average_damage_per_round': '123.9', 'kills_per_round': '0.61', 'assists_per_round': '0.13', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.21', 'headshot_percentage': '19%', 'clutch_success_percentage': ''}","['sova', 'raze']",vct-game-changer
Huga,42C,0.75,Americas,"{'average_combat_score': '166.5', 'kill_deaths': '0.65', 'kill_assists_survived_traded': '58%', 'average_damage_per_round': '114.9', 'kills_per_round': '0.55', 'assists_per_round': '0.30', 'first_kills_per_round': '0.04', 'first_deaths_per_round': '0.11', 'headshot_percentage': '22%', 'clutch_success_percentage': '12%'}","['fade', 'viper', 'sova']",vct-game-changer
tzu,107,0.75,Americas,"{'average_combat_score': '168.0', 'kill_deaths': '0.63', 'kill_assists_survived_traded': '59%', 'average_damage_per_round': '112.2', 'kills_per_round': '0.55', 'assists_per_round': '0.21', 'first_kills_per_round': '0.16', 'first_deaths_per_round': '0.19', 'headshot_percentage': '25%', 'clutch_success_percentage': '11%'}","['reyna', 'raze']",vct-game-changer
enderz,Pres,0.75,Americas,"{'average_combat_score': '206.0', 'kill_deaths': '0.73', 'kill_assists_survived_traded': '53%', 'average_damage_per_round': '134.3', 'kills_per_round': '0.67', 'assists_per_round': '0.12', 'first_kills_per_round': '0.17', 'first_deaths_per_round': '0.24', 'headshot_percentage': '27%', 'clutch_success_percentage': '14%'}","['yoru', 'raze', 'jett']",vct-game-changer
Bells,RTL,0.75,Americas,"{'average_combat_score': '171.9', 'kill_deaths': '0.63', 'kill_assists_survived_traded': '55%', 'average_damage_per_round': '115.6', 'kills_per_round': '0.54', 'assists_per_round': '0.23', 'first_kills_per_round': '0.10', 'first_deaths_per_round': '0.13', 'headshot_percentage': '25%', 'clutch_success_percentage': '6%'}","['sova', 'viper', 'kayo']",vct-game-changer
SamBam,mini,0.75,Americas,"{'average_combat_score': '175.0', 'kill_deaths': '0.69', 'kill_assists_survived_traded': '68%', 'average_damage_per_round': '117.2', 'kills_per_round': '0.59', 'assists_per_round': '0.05', 'first_kills_per_round': '0.11', 'first_deaths_per_round': '0.03', 'headshot_percentage': '23%', 'clutch_success_percentage': '8%'}","['cypher', 'killjoy']",vct-game-changer
Risorah,No,0.74,Americas,"{'average_combat_score': '165.3', 'kill_deaths': '0.60', 'kill_assists_survived_traded': '59%', 'average_damage_per_round': '123.6', 'kills_per_round': '0.54', 'assists_per_round': '0.19', 'first_kills_per_round': '0.09', 'first_deaths_per_round': '0.11', 'headshot_percentage': '23%', 'clutch_success_percentage': ''}","['kayo', 'breach', 'raze']",vct-game-changer
aster,36,0.74,Americas,"{'average_combat_score': '159.0', 'kill_deaths': '0.69', 'kill_assists_survived_traded': '67%', 'average_damage_per_round': '108.4', 'kills_per_round': '0.56', 'assists_per_round': '0.25', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.11', 'headshot_percentage': '10%', 'clutch_success_percentage': ''}",['sova'],vct-game-changer
alyssayye,YDZ.GC,0.74,Americas,"{'average_combat_score': '170.4', 'kill_deaths': '0.67', 'kill_assists_survived_traded': '58%', 'average_damage_per_round': '124.4', 'kills_per_round': '0.58', 'assists_per_round': '0.17', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.10', 'headshot_percentage': '26%', 'clutch_success_percentage': '9%'}","['killjoy', 'viper', 'cypher']",vct-game-changer
AnnieEgo,Loaf,0.73,Americas,"{'average_combat_score': '146.8', 'kill_deaths': '0.55', 'kill_assists_survived_traded': '58%', 'average_damage_per_round': '102.5', 'kills_per_round': '0.48', 'assists_per_round': '0.26', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.06', 'headshot_percentage': '28%', 'clutch_success_percentage': '8%'}","['astra', 'omen', 'brimstone']",vct-game-changer
Aurorali,RyZe,0.73,Americas,"{'average_combat_score': '168.8', 'kill_deaths': '0.61', 'kill_assists_survived_traded': '47%', 'average_damage_per_round': '104.5', 'kills_per_round': '0.56', 'assists_per_round': '0.24', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.07', 'headshot_percentage': '24%', 'clutch_success_percentage': ''}","['omen', 'brimstone']",vct-game-changer
cohs,Cafe,0.73,Americas,"{'average_combat_score': '165.0', 'kill_deaths': '0.65', 'kill_assists_survived_traded': '60%', 'average_damage_per_round': '105.1', 'kills_per_round': '0.53', 'assists_per_round': '0.34', 'first_kills_per_round': '0.08', 'first_deaths_per_round': '0.14', 'headshot_percentage': '20%', 'clutch_success_percentage': ''}","['sova', 'skye', 'harbor']",vct-game-changer
Tortian,PRG,0.72,Americas,"{'average_combat_score': '152.3', 'kill_deaths': '0.59', 'kill_assists_survived_traded': '73%', 'average_damage_per_round': '105.4', 'kills_per_round': '0.50', 'assists_per_round': '0.47', 'first_kills_per_round': '0.07', 'first_deaths_per_round': '0.15', 'headshot_percentage': '16%', 'clutch_success_percentage': '14%'}","['omen', 'brimstone']",vct-game-changer
nexes,Loaf,0.72,Americas,"{'average_combat_score': '182.5', 'kill_deaths': '0.70', 'kill_assists_survived_traded': '61%', 'average_damage_per_round': '125.3', 'kills_per_round': '0.63', 'assists_per_round': '0.05', 'first_kills_per_round': '0.15', 'first_deaths_per_round': '0.29', 'headshot_percentage': '28%', 'clutch_success_percentage': ''}","['raze', 'jett']",vct-game-changer
Spooky,(+2),0.72,Americas,"{'average_combat_score': '174.3', 'kill_deaths': '0.66', 'kill_assists_survived_traded': '55%', 'average_damage_per_round': '117.8', 'kills_per_round': '0.58', 'assists_per_round': '0.12', 'first_kills_per_round': '0.09', 'first_deaths_per_round': '0.11', 'headshot_percentage': '25%', 'clutch_success_percentage': '4%'}","['cypher', 'killjoy', 'raze']",vct-game-changer
MAYYY,mini,0.72,Americas,"{'average_combat_score': '155.0', 'kill_deaths': '0.70', 'kill_assists_survived_traded': '64%', 'average_damage_per_round': '110.4', 'kills_per_round': '0.55', 'assists_per_round': '0.17', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.17', 'headshot_percentage': '26%', 'clutch_success_percentage': '7%'}","['raze', 'cypher', 'viper']",vct-game-changer
MochiMei,RTL,0.71,Americas,"{'average_combat_score': '133.6', 'kill_deaths': '0.59', 'kill_assists_survived_traded': '65%', 'average_damage_per_round': '85.7', 'kills_per_round': '0.46', 'assists_per_round': '0.33', 'first_kills_per_round': '0.02', 'first_deaths_per_round': '0.06', 'headshot_percentage': '18%', 'clutch_success_percentage': ''}","['omen', 'astra']",vct-game-changer
