playerName,team,rating,region,playerStatistics,agent,playerCategory
Ignite,Shif,1.10,Americas,"{'average_combat_score': '217.5', 'kill_deaths': '1.03', 'kill_assists_survived_traded': '68%', 'average_damage_per_round': '149.4', 'kills_per_round': '0.81', 'assists_per_round': '0.24', 'first_kills_per_round': '0.03', 'first_deaths_per_round': '0.08', 'headshot_percentage': '29%', 'clutch_success_percentage': '18%'}","['sova', 'sage']",vct-challengers
Pa1nt,BLIN,1.09,Americas,"{'average_combat_score': '252.4', 'kill_deaths': '1.17', 'kill_assists_survived_traded': '71%', 'average_damage_per_round': '158.7', 'kills_per_round': '0.88', 'assists_per_round': '0.15', 'first_kills_per_round': '0.24', 'first_deaths_per_round': '0.19', 'headshot_percentage': '27%', 'clutch_success_percentage': '15%'}","['yoru', 'jett', 'raze']",vct-challengers
Scottie,UCF.B,1.09,Americas,"{'average_combat_score': '232.8', 'kill_deaths': '1.08', 'kill_assists_survived_traded': '75%', 'average_damage_per_round': '162.7', 'kills_per_round': '0.80', 'assists_per_round': '0.25', 'first_kills_per_round': '0.13', 'first_deaths_per_round': '0.11', 'headshot_percentage': '27%', 'clutch_success_percentage': '17%'}","['viper', 'killjoy']",vct-challengers
kumi,FOE,1.09,Americas,"{'average_combat_score': '235.3', 'kill_deaths': '1.10', 'kill_assists_survived_traded': '71%', 'average_damage_per_round': '155.3', 'kills_per_round': '0.83', 'assists_per_round': '0.21', 'first_kills_per_round': '0.19', 'first_deaths_per_round': '0.14', 'headshot_percentage': '26%', 'clutch_success_percentage': '14%'}","['raze', 'jett', 'brimstone']",vct-challengers
gMd,TSM,1.08,Americas,"{'average_combat_score': '210.3', 'kill_deaths': '1.04', 'kill_assists_survived_traded': '75%', 'average_damage_per_round': '136.9', 'kills_per_round': '0.73', 'assists_per_round': '0.38', 'first_kills_per_round': '0.08', 'first_deaths_per_round': '0.07', 'headshot_percentage': '29%', 'clutch_success_percentage': '16%'}","['omen', 'viper', 'brimstone']",vct-challengers
redo,RB,1.08,Americas,"{'average_combat_score': '219.5', 'kill_deaths': '0.93', 'kill_assists_survived_traded': '68%', 'average_damage_per_round': '136.0', 'kills_per_round': '0.74', 'assists_per_round': '0.42', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.08', 'headshot_percentage': '24%', 'clutch_success_percentage': '20%'}","['viper', 'omen']",vct-challengers
jowa,ENVE,1.08,Americas,"{'average_combat_score': '200.0', 'kill_deaths': '0.96', 'kill_assists_survived_traded': '71%', 'average_damage_per_round': '132.4', 'kills_per_round': '0.65', 'assists_per_round': '0.29', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.06', 'headshot_percentage': '31%', 'clutch_success_percentage': '19%'}","['sova', 'gekko', 'fade']",vct-challengers
XnB,VLYN,1.08,Americas,"{'average_combat_score': '189.9', 'kill_deaths': '0.96', 'kill_assists_survived_traded': '75%', 'average_damage_per_round': '124.6', 'kills_per_round': '0.65', 'assists_per_round': '0.46', 'first_kills_per_round': '0.05', 'first_deaths_per_round': '0.05', 'headshot_percentage': '29%', 'clutch_success_percentage': '13%'}","['kayo', 'breach', 'skye']",vct-challengers
Shifty,CCG,1.08,Americas,"{'average_combat_score': '203.0', 'kill_deaths': '1.05', 'kill_assists_survived_traded': '76%', 'average_damage_per_round': '135.0', 'kills_per_round': '0.74', 'assists_per_round': '0.33', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.08', 'headshot_percentage': '24%', 'clutch_success_percentage': '22%'}","['astra', 'sova', 'viper']",vct-challengers
Agr0,BZK,1.08,Americas,"{'average_combat_score': '257.5', 'kill_deaths': '1.11', 'kill_assists_survived_traded': '71%', 'average_damage_per_round': '164.1', 'kills_per_round': '0.90', 'assists_per_round': '0.20', 'first_kills_per_round': '0.22', 'first_deaths_per_round': '0.15', 'headshot_percentage': '32%', 'clutch_success_percentage': ''}","['raze', 'jett']",vct-challengers
roompa,AMB,1.08,Americas,"{'average_combat_score': '210.4', 'kill_deaths': '1.07', 'kill_assists_survived_traded': '73%', 'average_damage_per_round': '138.2', 'kills_per_round': '0.73', 'assists_per_round': '0.29', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.08', 'headshot_percentage': '34%', 'clutch_success_percentage': '14%'}","['sova', 'gekko', 'skye']",vct-challengers
Jrmzie,CC,1.07,Americas,"{'average_combat_score': '223.6', 'kill_deaths': '1.03', 'kill_assists_survived_traded': '71%', 'average_damage_per_round': '148.6', 'kills_per_round': '0.75', 'assists_per_round': '0.25', 'first_kills_per_round': '0.10', 'first_deaths_per_round': '0.07', 'headshot_percentage': '40%', 'clutch_success_percentage': '7%'}","['cypher', 'viper', 'gekko']",vct-challengers
VYX,curs,1.07,Americas,"{'average_combat_score': '187.0', 'kill_deaths': '1.05', 'kill_assists_survived_traded': '76%', 'average_damage_per_round': '123.6', 'kills_per_round': '0.65', 'assists_per_round': '0.39', 'first_kills_per_round': '0.06', 'first_deaths_per_round': '0.06', 'headshot_percentage': '26%', 'clutch_success_percentage': '10%'}","['brimstone', 'cypher', 'kayo']",vct-challengers
